Date,Time,PU_Adress,Base_No
7/1/2014,0:00,260 W 44 St NYC,B00256
7/1/2014,0:00,125 W 29 St Nyc,B00256
7/1/2014,0:00,141 W 28 St Nyc,B00256
7/1/2014,0:01,EWR,B00256
7/1/2014,0:07,JFK,B00256
7/1/2014,0:07,EWR,B00256
7/1/2014,0:11,JFK,B00256
7/1/2014,0:12,EWR,B00256
7/1/2014,0:15,EWR,B00256
7/1/2014,0:15,206 W 109 St Nyc,B00256
7/1/2014,0:18,LGA,B00256
7/1/2014,0:25,556 Hudson St Nyc,B00256
7/1/2014,0:25,848 WASHINGTON ST NYC,B00256
7/1/2014,0:29,EWR,B00256
7/1/2014,0:30,"12 Crown St Flatbush, BK",B00256
7/1/2014,0:31,JFK,B00256
7/1/2014,0:33,EWR,B00256
7/1/2014,0:44,JFK,B00256
7/1/2014,0:45,JFK,B00256
7/1/2014,0:45,EWR,B00256
7/1/2014,0:50,156 W 56 St Nyc,B01868
7/1/2014,0:57,JFK,B00256
7/1/2014,0:59,JFK,B00256
7/1/2014,1:00,315 W 39 St Nyc,B00256
7/1/2014,1:00,795 8 Ave NYC,B00256
7/1/2014,1:00,EWR,B00256
7/1/2014,1:05,244 E 71 St Nyc,B00256
7/1/2014,1:11,EWR,B00256
7/1/2014,1:14,JFK,B00256
7/1/2014,1:14,40 Wall Street New York,B00256
7/1/2014,1:20,15 W 17 ST NYC,B00256
7/1/2014,1:45,"83-80 118th Street Kew Gardens, QU",B00256
7/1/2014,1:47,110 E 55th St New York,B00256
7/1/2014,1:50,22 E 36 St Nyc,B00256
7/1/2014,1:56,EWR,B00256
7/1/2014,1:58,EWR,B00256
7/1/2014,2:00,300 North End Avenue New York,B00256
7/1/2014,2:07,EWR,B00256
7/1/2014,2:20,JFK,B00256
7/1/2014,2:25,13 E 17 St Nyc,B00256
7/1/2014,2:35,127 W 27 St Nyc,B00256
7/1/2014,2:45,108 W 24 St Nyc,B00256
7/1/2014,3:00,1675 York Ave NYC,B00256
7/1/2014,3:10,1 United Nations Pl Nyc,B00256
7/1/2014,3:30,"463 45th Street Sunset Park, BK",B00256
7/1/2014,3:30,255 West 43rd Street New York,B00256
7/1/2014,3:30,51 North Lyle Avenue Tenafly,B00256
7/1/2014,3:30,61 W 62 St NYC,B00256
7/1/2014,3:30,"180 Decatur Bedford Stuyvesant, ",B00256
7/1/2014,3:30,237 W 54 St Nyc,B00256
7/1/2014,3:30,237 W 54 St Nyc,B00256
7/1/2014,3:30,182 E 95 St Nyc,B00256
7/1/2014,3:30,27  Saint Marks Pl NYC,B00256
7/1/2014,3:45,2178 Broadway Nyc,B00256
7/1/2014,3:45,188 E 75 St Nyc,B00256
7/1/2014,3:45,140 Mayhill St  Saddle Brook NJ,B00256
7/1/2014,3:45,155 W 68 St NYC,B00256
7/1/2014,3:45,215 E 96 St NYC,B00256
7/1/2014,3:45,444 E 78 St Nyc,B00256
7/1/2014,3:45,275  Brooklyn Brooklyn,B00256
7/1/2014,4:00,1775 York Ave NYC,B00256
7/1/2014,4:00,"325 Franklin Ave Clinton Hill, BK",B00256
7/1/2014,4:00,"240 pemberwick road Greenwich, CT",B00256
7/1/2014,4:00,142 WEST END AVE NYC,B00256
7/1/2014,4:00,30 W 18 St Nyc,B00256
7/1/2014,4:00,"12 BELLEVUE AVENUE Dobbs Ferry ,NY.",B00256
7/1/2014,4:00,4 Washington Sq Villag NYC,B00256
7/1/2014,4:00,"265 LONG HILL ROAD EAST Briarcliff Manor ,NY",B00256
7/1/2014,4:00,800 WEST END AVE NYC,B00256
7/1/2014,4:00,"152 ADELPHI AVE Harrison ,NY.",B00256
7/1/2014,4:00,52 W 36 St Nyc,B00256
7/1/2014,4:00,140 E 7 ST NYC,B00256
7/1/2014,4:00,"376 President St Red Hook, BK",B00256
7/1/2014,4:00,"4 madrid court Mount Sinai, LI",B00256
7/1/2014,4:00,131 Dudley Street Jersey City,B00256
7/1/2014,4:00,281 Avenue C Nyc,B00256
7/1/2014,4:00,46  W 73 St NYC,B00256
7/1/2014,4:00,401 7 AVE NYC,B01868
7/1/2014,4:00,"5-32 47 Ave Long Island City, QU",B00256
7/1/2014,4:00,"23 Fillmore Pl Williamsburg, BK",B00256
7/1/2014,4:15,340 E 80 St NYC,B01743
7/1/2014,4:15,65 E 76 ST NYC,B00256
7/1/2014,4:15,111 W 67 St NYC,B00256
7/1/2014,4:15,509 E 13 St NYC,B00256
7/1/2014,4:15,"132 N 1st Williamsburg, BK",B00256
7/1/2014,4:15,440 WEST END AVE NYC,B00256
7/1/2014,4:15,309 5 Ave NYC,B00256
7/1/2014,4:15,140 RIVERSIDE BLVD NYC,B00256
7/1/2014,4:15,225 W 83 ST NYC,B00256
7/1/2014,4:15,54 Orchard St NYC,B00256
7/1/2014,4:15,444 W 35 St NYC,B00256
7/1/2014,4:15,230 Riverside Dr NYC,B00256
7/1/2014,4:15,305 E 63 ST NYC,B00256
7/1/2014,4:15,163 St Nicholas Ave Nyc,B00256
7/1/2014,4:15,11 Charlton St New York,B00256
7/1/2014,4:15,160 W 66th St New York,B00256
7/1/2014,4:20,160 Riverside Blvd Nyc,B00256
7/1/2014,4:30,"191 Knickerbocker Road Englewood, NJ",B00256
7/1/2014,4:30,484 W 43 St NYC,B00256
7/1/2014,4:30,41 River Ter NYC,B00256
7/1/2014,4:30,"407 56 St West New York, NJ",B00256
7/1/2014,4:30,"555 MAIN ST Roosevelt Island, QU",B00256
7/1/2014,4:30,40 Harrison St Nyc,B00256
7/1/2014,4:30,350 W 51 St NYC,B00256
7/1/2014,4:30,2628 Broadway NYC,B00256
7/1/2014,4:30,166 E 63 ST NYC,B00256
7/1/2014,4:30,35 W 44 St Nyc,B00256
7/1/2014,4:30,250 W 89 St NYC,B00256
7/1/2014,4:30,242 E 15 ST NYC,B01868
7/1/2014,4:30,"906 Gerard Ave South Bronx, BX",B00256
7/1/2014,4:30,340 E 23 St NYC,B00256
7/1/2014,4:30,165 Pinehurst Ave NYC,B00256
7/1/2014,4:30,"2750 Homecrest Ave Sheepshead Bay, BK",B00256
7/1/2014,4:30,125 W 76 ST NYC,B00256
7/1/2014,4:30,160 E 28 ST NYC,B00256
7/1/2014,4:30,"11  kensington Place Roseland, NJ",B00256
7/1/2014,4:30,"4 VALLEY RD SYOSSET, LI",B00256
7/1/2014,4:30,"1307 Pacific Crown Heights, BK",B00256
7/1/2014,4:30,66 W 69 St Nyc,B00256
7/1/2014,4:30,300 W 55 St NYC,B00256
7/1/2014,4:30,200 Central Park S NYC,B01868
7/1/2014,4:30,311 E 11 St NYC,B00256
7/1/2014,4:30,"50 OTSEGO AVENUE New Rochelle ,NY.",B00256
7/1/2014,4:30,61 W 62 ST NYC,B00256
7/1/2014,4:30,356 W 58 ST NYC,B00256
7/1/2014,4:30,400 East 20th Street New York,B00256
7/1/2014,4:30,515 W 52 St Nyc,B00256
7/1/2014,4:30,357 Canal St NYC,B00256
7/1/2014,4:30,155 W 68 St NYC,B00256
7/1/2014,4:30,64 E 80 St Nyc,B00256
7/1/2014,4:30,350 E 62 St Nyc,B00256
7/1/2014,4:30,146 W 83 ST NYC,B00256
7/1/2014,4:30,"30 haller creccent Chestnut Ridge, NY",B00256
7/1/2014,4:30,53 Irving Place New York,B00256
7/1/2014,4:30,851 8 AVE NYC,B00256
7/1/2014,4:30,318 W 22 ST NYC,B00256
7/1/2014,4:40,"32-48 41 St Astoria, QU",B00256
7/1/2014,4:40,32 GRAND ST NYC,B00256
7/1/2014,4:45,55 W 86 St NYC,B00256
7/1/2014,4:45,681 Lexington Ave Nyc,B00256
7/1/2014,4:45,"15 Morris Court Summit, NJ",B00256
7/1/2014,4:45,"28  baraud road Scarsdale ,NY.",B00256
7/1/2014,4:45,811 7 AVE NYC,B00256
7/1/2014,4:45,"35 chipperfield court Todt Hill, SI",B00256
7/1/2014,4:45,118 W 57 ST NYC,B00256
7/1/2014,4:45,569  Lexington Ave NYC,B00256
7/1/2014,4:45,10 Waterside Plaza Nyc,B00256
7/1/2014,4:45,430 E 86 ST NYC,B00256
7/1/2014,4:45,1571 Lexington Ave NYC,B00256
7/1/2014,4:45,530 W 113 St NYC,B00256
7/1/2014,4:45,214 E 88 St NYC,B00256
7/1/2014,4:45,229  W 101 St NYC,B00256
7/1/2014,4:45,400 E 71 St NYC,B00256
7/1/2014,4:45,308 E 105 St Nyc,B00256
7/1/2014,4:45,"25 TWIN OAKS DRIVE Montvale, NJ",B00256
7/1/2014,4:45,"24 Grafton street Greenlawn, LI",B00256
7/1/2014,4:45,"185 prospect ave Hackensack, NJ",B00256
7/1/2014,4:45,201 W 77 St NYC,B00256
7/1/2014,4:45,243 W 15 ST NYC,B00256
7/1/2014,4:45,"5 jimmy court Somerset, NJ  ",B00256
7/1/2014,4:45,"1373 Ocean Pky Midwood, BK",B00256
7/1/2014,4:45,15 Broad St Nyc,B00256
7/1/2014,4:45,240 Riverside Blvd Nyc,B00256
7/1/2014,4:45,200 W 79 ST NYC,B00256
7/1/2014,4:45,756 Washington Street New York,B00256
7/1/2014,4:45,520 W 48 St Nyc,B00256
7/1/2014,4:45,50  Overlook Ter NYC,B00256
7/1/2014,4:45,114 W 117 St Nyc,B00256
7/1/2014,4:45,334 W 77 St NYC,B01868
7/1/2014,4:49,EWR,B00256
7/1/2014,4:50,167 E 67 St NYC,B00256
7/1/2014,4:50,78 Ridge St NYC,B00256
7/1/2014,4:56,EWR,B00256
7/1/2014,5:00,55 BETHUNE ST NYC,B00256
7/1/2014,5:00,28 W 38 St NYC,B00256
7/1/2014,5:00,"1254 Union St Flatbush, BK",B00256
7/1/2014,5:00,"404 Washington Ave Adelphi, BK",B00256
7/1/2014,5:00,"111 Sullivan Red Hook, BK",B00256
7/1/2014,5:00,342 W 71 St Nyc,B00256
7/1/2014,5:00,235 W 56 ST NYC,B00256
7/1/2014,5:00,375 WEST END AVE NYC,B00256
7/1/2014,5:00,"9818 71st avenue Forest Hills, QU",B00256
7/1/2014,5:00,535 E 72 ST NYC,B00256
7/1/2014,5:00,8 E 83 ST NYC,B00256
7/1/2014,5:00,75 W 85 St NYC,B00256
7/1/2014,5:00,160 Riverside Blvd Nyc,B00256
7/1/2014,5:00,250 RIVERSIDE DR NYC,B00256
7/1/2014,5:00,530 West End Ave NYC,B00256
7/1/2014,5:00,680 Fort Washington Ave NYC,B00256
7/1/2014,5:00,307 W 106 St Nyc,B00256
7/1/2014,5:00,60 E 12 St Nyc,B00256
7/1/2014,5:00,119 E 97 St Nyc,B00256
7/1/2014,5:00,200 W 26 St NYC,B00256
7/1/2014,5:00,44 W 63 St Nyc,B00256
7/1/2014,5:00,118  Christopher St NYC,B00256
7/1/2014,5:00,25 E 69 St Nyc,B01743
7/1/2014,5:00,10  Liberty St NYC,B00256
7/1/2014,5:00,45 W 67 St NYC,B00256
7/1/2014,5:00,"106 RIVERVIEW AVENUE Tarrytown ,NY.",B00256
7/1/2014,5:00,301 Elizabeth St Nyc,B00256
7/1/2014,5:00,124 West 60th Street New York,B00256
7/1/2014,5:00,"10440 Queens Blvd Forest Hills, QU",B00256
7/1/2014,5:00,331 W 43 St Nyc,B00256
7/1/2014,5:00,226 W 16 St Nyc,B00256
7/1/2014,5:00,"86-10 109 St Richmond Hill, QU",B00256
7/1/2014,5:00,15 William St Nyc,B00256
7/1/2014,5:10,"1622 48 St New Utrecht, BK",B00256
7/1/2014,5:10,15 PARK ROW NYC,B00256
7/1/2014,5:15,108 READE ST NYC,B00256
7/1/2014,5:15,33 W 81 St Nyc,B00256
7/1/2014,5:15,342 E 67 St Nyc,B00256
7/1/2014,5:15,140 Riverside Blvd NYC,B00256
7/1/2014,5:15,165 Christopher St NYC,B00256
7/1/2014,5:15,219 E 69 St NYC,B00256
7/1/2014,5:15,"115 russell st White Plains ,NY.",B00256
7/1/2014,5:15,9  E 96 St NYC,B00256
7/1/2014,5:15,101 Cooper St Nyc,B00256
7/1/2014,5:15,160 West End Ave Nyc,B00256
7/1/2014,5:15,"282 Leonard St Williamsburg, BK",B00256
7/1/2014,5:15,303 E 37 St Nyc,B00256
7/1/2014,5:15,201  E 87th St New York,B00256
7/1/2014,5:15,219 E 25 St NYC,B00256
7/1/2014,5:15,59 W 73 St NYC,B00256
7/1/2014,5:15,"53-51 66 St Maspeth, QU",B01743
7/1/2014,5:15,504 E 79 St NYC,B00256
7/1/2014,5:15,"171 Ocean Ave Rosebank, SI",B00256
7/1/2014,5:15,"364 Kirkman Avenue Elmont, LI",B00256
7/1/2014,5:20,205 W 76 St Nyc,B00256
7/1/2014,5:20,515 E 85 St Nyc,B00256
7/1/2014,5:26,202 W 122 St Nyc,B00256
7/1/2014,5:30,"43 Oakley Drive Huntington Station, ",B00256
7/1/2014,5:30,20 W 84 St NYC,B00256
7/1/2014,5:30,870 7 AVE NYC,B00256
7/1/2014,5:30,210 E 65 St///CONFIRMED- Nyc,B00256
7/1/2014,5:30,101 W 12 ST NYC,B00256
7/1/2014,5:30,11 E 131 St NYC,B00256
7/1/2014,5:30,320 CENTRAL PARK W NYC,B00256
7/1/2014,5:30,365 WEST END AVE NYC,B00256
7/1/2014,5:30,321 E 22 St NYC,B00256
7/1/2014,5:30,80 Park Avenue New York,B00256
7/1/2014,5:30,301 E 73 St NYC,B00256
7/1/2014,5:30,535 E 86 St NYC,B00256
7/1/2014,5:30,233 E 69 St NYC,B00256
7/1/2014,5:30,"24 LOCUST AVE Islip, LI",B00256
7/1/2014,5:30,160 E 65 ST NYC,B01743
7/1/2014,5:30,54 Pine St NYC,B00256
7/1/2014,5:30,525 Lexington Ave Nyc,B00256
7/1/2014,5:30,7 Gracie Sq NYC,B00256
7/1/2014,5:30,"1500 Hudson Street Hoboken, NJ",B00256
7/1/2014,5:30,83 Wooster St NYC,B00256
7/1/2014,5:30,135 E 54 ST NYC,B00256
7/1/2014,5:30,210 E 68 St Nyc,B00256
7/1/2014,5:30,63 E 9 ST NYC,B00256
7/1/2014,5:30,160 W 96 ST NYC,B00256
7/1/2014,5:30,303 E 43 ST NYC,B00256
7/1/2014,5:30,"7 norman circle Madison, NJ",B00256
7/1/2014,5:30,300 E 33 St NYC,B00256
7/1/2014,5:30,401 Edgecombe Ave Nyc,B00256
7/1/2014,5:30,350 E 67 St Nyc,B00256
7/1/2014,5:30,2235 5 Ave Nyc,B00256
7/1/2014,5:30,"8 Oak Valley Lane Purchase ,NY.",B00256
7/1/2014,5:30,200 E 58 St NYC,B00256
7/1/2014,5:30,100 Jane St Nyc,B00256
7/1/2014,5:30,409 E 64 St Nyc,B00256
7/1/2014,5:35,375 RIVERSIDE DR NYC,B00256
7/1/2014,5:36,JFK,B00256
7/1/2014,5:37,JFK,B00256
7/1/2014,5:40,130 East End Ave NYC,B00256
7/1/2014,5:45,200 E 33 St NYC,B00256
7/1/2014,5:45,127 E 10 St NYC,B00256
7/1/2014,5:45,"3  Forest Park Circle Lakewood, NJ",B00256
7/1/2014,5:45,315 E 68 St Nyc,B01743
7/1/2014,5:45,"12 TERRICH CT Ossining ,NY.",B00256
7/1/2014,5:45,26 2 Ave NYC,B00256
7/1/2014,5:45,205 E 22 St NYC,B00256
7/1/2014,5:45,245 East 63rd Street New York,B00256
7/1/2014,5:45,5 E 22 St NYC,B00256
7/1/2014,5:45,102 W 85 ST NYC,B00256
7/1/2014,5:45,310 West End Ave NYC,B00256
7/1/2014,5:45,"332 Rutland Road Flatbush, BK",B00256
7/1/2014,5:45,525 E 86 St NYC,B00256
7/1/2014,5:45,251 W 89 St Nyc,B00256
7/1/2014,5:45,307 E 12 St Nyc,B00256
7/1/2014,5:45,343 E 74 St NYC,B00256
7/1/2014,5:45,301 PARK AVE NYC,B00256
7/1/2014,5:45,245 W 107 ST NYC,B00256
7/1/2014,5:45,152 E 94 ST NYC,B00256
7/1/2014,5:45,54 Harriet Ln Huntington,B00256
7/1/2014,5:45,"941 103rd street Canarsie, BK",B00256
7/1/2014,5:45,124 east 28th street NYC,B00256
7/1/2014,5:45,35 E 18 St NYC,B00256
7/1/2014,5:45,510 W 170 St Nyc,B00256
7/1/2014,5:48,JFK,B00256
7/1/2014,5:50,201 W 107 ST NYC,B00256
7/1/2014,5:50,171 E 84 St Nyc,B00256
7/1/2014,5:50,610 W 163rd St New York,B00256
7/1/2014,5:50,6 Varick St Nyc,B00256
7/1/2014,5:50,515 Broadway Nyc,B00256
7/1/2014,5:50,JFK,B00256
7/1/2014,5:50,"1484 LAMBERTS MILL RD  Scotch Plains, NJ",B00256
7/1/2014,5:54,EWR,B00256
7/1/2014,5:59,EWR,B00256
7/1/2014,6:00,24 BENNETT AVE NYC,B00256
7/1/2014,6:00,200 E 16 ST NYC,B00256
7/1/2014,6:00,40 E 9 ST NYC,B00256
7/1/2014,6:00,"157  darlington ave Huguenot, SI",B00256
7/1/2014,6:00,425 E 58 St NYC,B00256
7/1/2014,6:00,175 Riverside Dr NYC,B00256
7/1/2014,6:00,395 South End Avenue New York,B00256
7/1/2014,6:00,235 W 56 St Nyc,B00256
7/1/2014,6:00,251 W 89 ST NYC,B00256
7/1/2014,6:00,285 RIVERSIDE DR NYC,B00256
7/1/2014,6:00,105  Mac Dougal St NYC,B00256
7/1/2014,6:00,157 W 79 ST NYC,B00256
7/1/2014,6:00,250 W 104 St NYC,B00256
7/1/2014,6:00,2 Horatio St New York,B00256
7/1/2014,6:00,"1089 Ralph Ave Canarsie, BK",B00256
7/1/2014,6:00,1993 3 Ave Nyc,B00256
7/1/2014,6:00,"5903 69th ave Ridgewood, QU",B00256
7/1/2014,6:00,481 8 Ave NYC,B00256
7/1/2014,6:00,175 E 96 ST NYC,B00256
7/1/2014,6:00,344 E 87 St NYC,B00256
7/1/2014,6:00,10 Hanover Square New York,B00256
7/1/2014,6:00,500 East 77th Street New York,B00256
7/1/2014,6:00,2628 Broadway Nyc,B00256
7/1/2014,6:00,535 W 23 St NYC,B00256
7/1/2014,6:00,315 E 68 ST NYC,B00256
7/1/2014,6:00,175 W 87 St Nyc,B00256
7/1/2014,6:00,143 E 36 St NYC,B00256
7/1/2014,6:00,251 W 74 St Nyc,B00256
7/1/2014,6:00,"31 old mill lane Ardsley ,NY.",B00256
7/1/2014,6:00,420 E 54 St Nyc,B00256
7/1/2014,6:00,275 W 96 ST NYC,B00256
7/1/2014,6:00,68 Bradhurst Ave Nyc,B00256
7/1/2014,6:00,EWR,B00256
7/1/2014,6:00,325 E 64 St Nyc,B00256
7/1/2014,6:00,274 1 Ave NYC,B00256
7/1/2014,6:00,101 W 55 St Nyc,B00256
7/1/2014,6:00,299 Park Ave Nyc,B00256
7/1/2014,6:02,JFK,B00256
7/1/2014,6:15,222 Riverside Dr Nyc,B00256
7/1/2014,6:15,114 Morningside Dr NYC,B00256
7/1/2014,6:15,1470 AMSTERDAM AVE NYC,B00256
7/1/2014,6:15,250 W 94 ST NYC,B00256
7/1/2014,6:15,333 E 34 St Nyc,B00256
7/1/2014,6:15,11 Riverside Dr NYC,B00256
7/1/2014,6:15,2 Tudor City Pl NYC,B00256
7/1/2014,6:15,360 E 55 St NYC,B00256
7/1/2014,6:15,"257 Gold St Brooklyn Heights, BK",B00256
7/1/2014,6:15,13 W 106 St Nyc,B00256
7/1/2014,6:15,102 W 73 St NYC,B00256
7/1/2014,6:15,9 Murray St NYC,B00256
7/1/2014,6:15,"465 7 St Park Slope, BK",B00256
7/1/2014,6:15,320 W 86 St Nyc,B00256
7/1/2014,6:15,148 READE ST NYC,B00256
7/1/2014,6:15,"4735 39 Pl Long Island City, QU",B00256
7/1/2014,6:15,"26 LOHS PLACE HARRINGTON PK, NJ",B00256
7/1/2014,6:15,116 W 72nd St New York,B00256
7/1/2014,6:20,414  W 46 ST NYC,B00256
7/1/2014,6:28,JFK,B00256
7/1/2014,6:30,EWR,B00256
7/1/2014,6:30,106 Spring St NYC,B00256
7/1/2014,6:30,"645 E 26 St Flatlands, BK",B00256
7/1/2014,6:30,522 WEST END AVE NYC,B00256
7/1/2014,6:30,300 E 74 ST NYC,B00256
7/1/2014,6:30,212 E 42 St Nyc,B00256
7/1/2014,6:30,"633 Olmstead Ave Unionport, BX",B00256
7/1/2014,6:30,321 E 12 St NYC,B00256
7/1/2014,6:30,624 E 20 St Nyc,B00256
7/1/2014,6:30,"1005 Reads Ln Far Rockaway, QU",B00256
7/1/2014,6:30,408 W 48 St Nyc,B00256
7/1/2014,6:30,1751 2 AVE NYC,B00256
7/1/2014,6:30,"14 WANDERING WAY Smithtown, LI",B00256
7/1/2014,6:30,101 W 12 ST NYC,B00256
7/1/2014,6:30,325 W 100 ST NYC,B00256
7/1/2014,6:30,6 W 77 St NYC,B00256
7/1/2014,6:30,8 Spruce St New York,B00256
7/1/2014,6:30,23 W 71 St NYC,B00256
7/1/2014,6:30,340 E 29 St NYC,B00256
7/1/2014,6:30,81 Irving Pl NYC,B00256
7/1/2014,6:30,229 E 29 St NYC,B00256
7/1/2014,6:30,425 E 79 ST NYC,B00256
7/1/2014,6:30,315 E 77 ST NYC,B00256
7/1/2014,6:30,41 W 82 St NYC,B00256
7/1/2014,6:30,711 West End Ave NYC,B00256
7/1/2014,6:30,"130 Post Ave, Post Ave Westbury",B00256
7/1/2014,6:30,73-99 W Sheffield Ave Englewood,B00256
7/1/2014,6:30,37 Overlook Ter Nyc,B00256
7/1/2014,6:30,247 W 46 St NYC,B00256
7/1/2014,6:30,75 Ellwood St Nyc,B00256
7/1/2014,6:30,"183-40 Arcade Ave St. Albans, QU",B00256
7/1/2014,6:30,47-26 49th Street Queens,B00256
7/1/2014,6:30,353 W 22 St Nyc,B00256
7/1/2014,6:40,17 W 74 ST NYC,B00256
7/1/2014,6:45,775 Columbus Ave NYC,B00256
7/1/2014,6:45,340 W 87 ST NYC,B00256
7/1/2014,6:45,340 E 64 St NYC,B00256
7/1/2014,6:45,25 W 13 ST Nyc,B00256
7/1/2014,6:45,504 W 111 St NYC,B00256
7/1/2014,6:45,306 W 94 St Nyc,B00256
7/1/2014,6:45,325 E 64 St NYC,B00256
7/1/2014,6:45,333 E 14 St NYC,B00256
7/1/2014,6:45,575 6 Ave NYC,B00256
7/1/2014,6:45,155 E 31 St NYC,B00256
7/1/2014,6:45,401 E 88 St Nyc,B00256
7/1/2014,6:45,1827 2 Ave Nyc,B00256
7/1/2014,6:45,215 E 96 St NYC,B00256
7/1/2014,6:45,229 W 60 St NYC,B00256
7/1/2014,6:45,230 CENTRAL PARK S NYC,B00256
7/1/2014,6:45,"23 yellow cote road Oyster Bay Cove, LI",B00256
7/1/2014,6:45,564 Amsterdam Ave NYC,B00256
7/1/2014,6:45,76 Charles St NYC,B00256
7/1/2014,6:45,305 W 98 St NYC,B00256
7/1/2014,6:45,180 West End Ave Nyc,B00256
7/1/2014,6:45,622 E 20 St NYC,B00256
7/1/2014,6:45,245 E 54 St NYC,B00256
7/1/2014,6:45,200 W 86 St Nyc,B00256
7/1/2014,6:45,"Right  7617 Aquatic Drive  Rockaway Beach, QU",B00256
7/1/2014,6:45,350 Manhattan Ave Nyc,B00256
7/1/2014,6:45,6 PETER COOPER RD NYC,B00256
7/1/2014,6:45,"213 Carlton Ave Fort Green, BK",B00256
7/1/2014,6:45,425 E 80 St Nyc,B00256
7/1/2014,6:47,EWR,B00256
7/1/2014,6:50,185 East 85th Street New York,B00256
7/1/2014,6:50,340 E 23 ST NYC,B00256
7/1/2014,6:55,240 E 35 St Nyc,B00256
7/1/2014,6:57,JFK,B00256
7/1/2014,7:00,"2917 Beltagh Wantagh, LI",B00256
7/1/2014,7:00,230 W 101 ST NYC,B00256
7/1/2014,7:00,100 W 27 St NYC,B00256
7/1/2014,7:00,"9010 Ditmars Blvd East Elmhurst, QU",B00256
7/1/2014,7:00,75 3 Ave Nyc,B00256
7/1/2014,7:00,"28-07 56 Pl Woodside, QU",B00256
7/1/2014,7:00,30 W 60 St NYC,B00256
7/1/2014,7:00,400 E 71 St Nyc,B00256
7/1/2014,7:00,1568 BROADWAY NYC,B00256
7/1/2014,7:00,123 W 74 ST NYC,B01868
7/1/2014,7:00,69 Charles St Nyc,B00256
7/1/2014,7:00,"37 STRATFORD ROAD Scarsdale ,NY.",B00256
7/1/2014,7:00,2528 BROADWAY NYC,B00256
7/1/2014,7:00,333 E 57 ST NYC,B00256
7/1/2014,7:00,104 E 36 St NYC,B01868
7/1/2014,7:00,230 E 79 ST NYC,B00256
7/1/2014,7:00,"260 5 Ave Park Slope, BK",B00256
7/1/2014,7:00,"175 BLOOMNGFIELD ROAD White Plains ,NY.",B00256
7/1/2014,7:00,736 W 187 St NYC,B00256
7/1/2014,7:00,1568 Broadway NYC,B00256
7/1/2014,7:00,204 W 23 St NYC,B01743
7/1/2014,7:00,26 PERRY ST NYC,B00256
7/1/2014,7:00,120 E 34 St Nyc,B00256
7/1/2014,7:00,447 Lexington Ave NYC,B00256
7/1/2014,7:00,145 W 58 ST NYC,B00256
7/1/2014,7:00,155 W 20 St Nyc,B00256
7/1/2014,7:00,308 W 50 St Nyc,B00256
7/1/2014,7:00,250 W 76 St NYC,B00256
7/1/2014,7:00,60 W 23 St Nyc,B00256
7/1/2014,7:00,118 CHAMBERS ST NYC,B00256
7/1/2014,7:00,240 E 79 St Nyc,B00256
7/1/2014,7:00,73 8 Ave NYC,B00256
7/1/2014,7:00,1605 BROADWAY NYC,B00256
7/1/2014,7:00,"7 Woods Way White Plains ,NY.",B00256
7/1/2014,7:00,2205 3 Ave Nyc,B00256
7/1/2014,7:00,235 W 46 ST NYC,B00256
7/1/2014,7:00,455 MADISON AVE NYC,B00256
7/1/2014,7:04,JFK,B00256
7/1/2014,7:05,245 E 93 ST NYC,B00256
7/1/2014,7:05,5 E 98 St Nyc,B00256
7/1/2014,7:09,JFK,B00256
7/1/2014,7:09,JFK,B00256
7/1/2014,7:14,JFK,B00256
7/1/2014,7:14,LGA,B00256
7/1/2014,7:15,1675 York Ave NYC,B00256
7/1/2014,7:15,137 E 36 St NYC,B00256
7/1/2014,7:15,21 West St NYC,B00256
7/1/2014,7:15,235 E 2 St Nyc,B00256
7/1/2014,7:15,10 WATERSIDE PLAZA NYC,B00256
7/1/2014,7:15,229 W 60 ST NYC,B00256
7/1/2014,7:15,431 E 20 St Nyc,B00256
7/1/2014,7:15,"1949 WEST 8ST Coney Island, BK",B00256
7/1/2014,7:15,"4515 48th Street Woodside, QU",B00256
7/1/2014,7:15,52 East End Ave Nyc,B01868
7/1/2014,7:15,2178 Broadway Nyc,B00256
7/1/2014,7:15,303 E 83 St NYC,B00256
7/1/2014,7:15,505 W 37 St NYC,B00256
7/1/2014,7:15,222 W 14 ST NYC,B00256
7/1/2014,7:15,866 3 Ave Nyc,B00256
7/1/2014,7:15,152 E 55 St NYC,B00256
7/1/2014,7:15,1280 5 Ave NYC,B00256
7/1/2014,7:15,415 W 59 St NYC,B00256
7/1/2014,7:15,121 Reade St Nyc,B00256
7/1/2014,7:15,400 3 Ave Nyc,B00256
7/1/2014,7:15,"812 Franklin Ave Adelphi, BK",B00256
7/1/2014,7:15,JFK,B00256
7/1/2014,7:17,JFK,B00256
7/1/2014,7:20,45 West 60th Street New York,B00256
7/1/2014,7:22,LGA,B00256
7/1/2014,7:25,140 Riverside Blvd Nyc,B00256
7/1/2014,7:29,JFK,B00256
7/1/2014,7:30,12 E 31 St Nyc,B00256
7/1/2014,7:30,"340 eastwood road Woodmere, LI",B02026
7/1/2014,7:30,40 W 45 ST NYC,B00256
7/1/2014,7:30,1335 6 AVE NYC,B00256
7/1/2014,7:30,345 E 94 St Nyc,B00256
7/1/2014,7:30,75 Bank St NYC,B00256
7/1/2014,7:30,"6 100 baker ct unit 6 Island Park, LI",B00256
7/1/2014,7:30,200 W 102 St NYC,B00256
